경기 No.,경기일자,상대팀,세트스코어,득점,실점,경기시간,승패,시즌,홈팀
229,2021.04.14,우리카드,0:3,63,76,1h 39m,lose,017,대한항공
231,2021.04.15,우리카드,3:0,75,61,1h 22m,win,017,대한항공
233,2021.04.17,우리카드,3:1,104,94,2h 08m,win,017,대한항공
6,2020.10.21,대한항공,1:3,80,95,1h 49m,lose,017,삼성화재
49,2020.11.19,대한항공,2:3,91,101,2h 03m,lose,017,삼성화재
79,2020.12.09,대한항공,0:3,70,76,1h 37m,lose,017,삼성화재
120,2021.01.09,대한항공,1:3,79,97,1h 48m,lose,017,삼성화재
148,2021.01.29,대한항공,1:3,90,98,1h 57m,lose,017,삼성화재
205,2021.03.21,대한항공,0:3,62,75,1h 26m,lose,017,삼성화재
25,2020.11.03,KB손해보험,2:3,102,109,2h 15m,lose,017,삼성화재
58,2020.11.25,KB손해보험,2:3,97,110,2h 09m,lose,017,삼성화재
90,2020.12.17,KB손해보험,3:0,75,60,1h 25m,win,017,삼성화재
114,2021.01.05,KB손해보험,3:2,103,95,2h 04m,win,017,삼성화재
166,2021.02.10,KB손해보험,0:3,60,75,1h 28m,lose,017,삼성화재
202,2021.03.18,KB손해보험,2:3,94,108,2h 14m,lose,017,삼성화재
11,2020.10.24,현대캐피탈,2:3,104,108,2h 12m,lose,017,삼성화재
42,2020.11.14,현대캐피탈,3:0,75,58,1h 27m,win,017,삼성화재
107,2020.12.29,현대캐피탈,0:3,66,79,1h 32m,lose,017,삼성화재
126,2021.01.13,현대캐피탈,0:3,68,75,1h 34m,lose,017,삼성화재
178,2021.02.19,현대캐피탈,0:3,60,76,1h 21m,lose,017,삼성화재
214,2021.03.31,현대캐피탈,0:3,61,75,1h 19m,lose,017,삼성화재
3,2020.10.18,한국전력,3:2,109,109,2h 20m,win,017,삼성화재
54,2020.11.22,한국전력,2:3,93,104,2h 04m,lose,017,삼성화재
101,2020.12.25,한국전력,1:3,87,100,1h 55m,lose,017,삼성화재
138,2021.01.21,한국전력,2:3,112,117,2h 17m,lose,017,삼성화재
171,2021.02.14,한국전력,3:2,99,100,2h 09m,win,017,삼성화재
208,2021.03.24,한국전력,3:1,92,81,1h 51m,win,017,삼성화재
29,2020.11.06,OK금융그룹,2:3,116,122,2h 31m,lose,017,삼성화재
64,2020.11.29,OK금융그룹,1:3,89,95,1h 59m,lose,017,삼성화재
85,2020.12.13,OK금융그룹,2:3,102,109,2h 16m,lose,017,삼성화재
112,2021.01.01,OK금융그룹,0:3,62,77,1h 28m,lose,017,삼성화재
154,2021.02.02,OK금융그룹,1:3,93,103,2h 14m,lose,017,삼성화재
211,2021.03.28,OK금융그룹,0:3,57,75,1h 24m,lose,017,삼성화재
18,2020.10.29,우리카드,0:3,61,75,1h 25m,lose,017,삼성화재
71,2020.12.04,우리카드,0:3,64,75,1h 26m,lose,017,삼성화재
95,2020.12.20,우리카드,2:3,104,107,2h 11m,lose,017,삼성화재
131,2021.01.16,우리카드,0:3,61,75,1h 20m,lose,017,삼성화재
158,2021.02.05,우리카드,0:3,55,75,1h 21m,lose,017,삼성화재
193,2021.03.11,우리카드,2:3,98,107,2h 09m,lose,017,삼성화재
19,2020.10.30,대한항공,3:1,94,87,1h 53m,win,017,KB손해보험
62,2020.11.28,대한항공,3:1,94,90,1h 53m,win,017,KB손해보험
83,2020.12.12,대한항공,2:3,113,120,2h 32m,lose,017,KB손해보험
129,2021.01.15,대한항공,2:3,100,105,2h 11m,lose,017,KB손해보험
155,2021.02.03,대한항공,0:3,50,75,1h 17m,lose,017,KB손해보험
197,2021.03.14,대한항공,0:3,55,75,1h 23m,lose,017,KB손해보험
25,2020.11.03,삼성화재,3:2,109,102,2h 15m,win,017,KB손해보험
58,2020.11.25,삼성화재,3:2,110,97,2h 09m,win,017,KB손해보험
90,2020.12.17,삼성화재,0:3,60,75,1h 25m,lose,017,KB손해보험
114,2021.01.05,삼성화재,2:3,95,103,2h 04m,lose,017,KB손해보험
166,2021.02.10,삼성화재,3:0,75,60,1h 28m,win,017,KB손해보험
202,2021.03.18,삼성화재,3:2,108,94,2h 14m,win,017,KB손해보험
31,2020.11.07,현대캐피탈,3:2,110,115,2h 23m,win,017,KB손해보험
52,2020.11.21,현대캐피탈,3:0,84,67,1h 33m,win,017,KB손해보험
73,2020.12.05,현대캐피탈,3:0,79,62,1h 28m,win,017,KB손해보험
141,2021.01.23,현대캐피탈,3:2,117,113,2h 33m,win,017,KB손해보험
145,2021.01.27,현대캐피탈,3:1,92,85,1h 56m,win,017,KB손해보험
206,2021.03.22,현대캐피탈,3:1,94,90,2h 01m,win,017,KB손해보험
15,2020.10.27,한국전력,3:1,91,78,1h 43m,win,017,KB손해보험
48,2020.11.18,한국전력,2:3,109,110,2h 17m,lose,017,KB손해보험
97,2020.12.22,한국전력,3:0,75,59,1h 24m,win,017,KB손해보험
118,2021.01.08,한국전력,0:3,60,76,1h 21m,lose,017,KB손해보험
162,2021.02.07,한국전력,1:3,84,99,2h 10m,lose,017,KB손해보험
213,2021.03.30,한국전력,2:3,103,113,2h 23m,lose,017,KB손해보험
35,2020.11.10,OK금융그룹,1:3,86,98,2h 00m,lose,017,KB손해보험
40,2020.11.13,OK금융그룹,3:1,103,92,2h 01m,win,017,KB손해보험
103,2020.12.26,OK금융그룹,3:1,98,84,2h 05m,win,017,KB손해보험
135,2021.01.19,OK금융그룹,0:3,65,75,1h 26m,lose,017,KB손해보험
150,2021.01.30,OK금융그룹,3:2,106,101,2h 17m,win,017,KB손해보험
182,2021.02.21,OK금융그룹,2:3,104,108,2h 19m,lose,017,KB손해보험
217,2021.04.04,OK금융그룹,1:3,84,91,1h 58m,lose,017,KB손해보험
9,2020.10.23,우리카드,3:1,103,91,2h 02m,win,017,KB손해보험
66,2020.12.01,우리카드,0:3,67,82,1h 28m,lose,017,KB손해보험
77,2020.12.08,우리카드,0:3,60,75,1h 19m,lose,017,KB손해보험
109,2020.12.30,우리카드,3:0,75,57,1h 23m,win,017,KB손해보험
175,2021.02.17,우리카드,2:3,101,107,2h 16m,lose,017,KB손해보험
210,2021.03.26,우리카드,0:3,57,75,1h 17m,lose,017,KB손해보험
27,2020.11.04,대한항공,1:3,88,97,1h 53m,lose,017,현대캐피탈
37,2020.11.11,대한항공,0:3,58,75,1h 22m,lose,017,현대캐피탈
91,2020.12.18,대한항공,1:3,80,96,1h 54m,lose,017,현대캐피탈
116,2021.01.06,대한항공,3:2,112,112,2h 25m,win,017,현대캐피탈
173,2021.02.16,대한항공,0:3,59,75,1h 23m,lose,017,현대캐피탈
209,2021.03.25,대한항공,0:3,65,83,1h 30m,lose,017,현대캐피탈
11,2020.10.24,삼성화재,3:2,108,104,2h 12m,win,017,현대캐피탈
42,2020.11.14,삼성화재,0:3,58,75,1h 27m,lose,017,현대캐피탈
107,2020.12.29,삼성화재,3:0,79,66,1h 32m,win,017,현대캐피탈
126,2021.01.13,삼성화재,3:0,75,68,1h 34m,win,017,현대캐피탈
178,2021.02.19,삼성화재,3:0,76,60,1h 21m,win,017,현대캐피탈
214,2021.03.31,삼성화재,3:0,75,61,1h 19m,win,017,현대캐피탈
31,2020.11.07,KB손해보험,2:3,115,110,2h 23m,lose,017,현대캐피탈
52,2020.11.21,KB손해보험,0:3,67,84,1h 33m,lose,017,현대캐피탈
73,2020.12.05,KB손해보험,0:3,62,79,1h 28m,lose,017,현대캐피탈
141,2021.01.23,KB손해보험,2:3,113,117,2h 33m,lose,017,현대캐피탈
145,2021.01.27,KB손해보험,1:3,85,92,1h 56m,lose,017,현대캐피탈
206,2021.03.22,KB손해보험,1:3,90,94,2h 01m,lose,017,현대캐피탈
21,2020.10.31,한국전력,3:2,108,113,2h 35m,win,017,현대캐피탈
68,2020.12.02,한국전력,1:3,88,97,1h 54m,lose,017,현대캐피탈
87,2020.12.15,한국전력,0:3,63,75,1h 27m,lose,017,현대캐피탈
133,2021.01.17,한국전력,3:2,114,111,2h 33m,win,017,현대캐피탈
157,2021.02.04,한국전력,3:0,78,67,1h 35m,win,017,현대캐피탈
195,2021.03.13,한국전력,2:3,100,110,2h 20m,lose,017,현대캐피탈
16,2020.10.28,OK금융그룹,1:3,90,100,1h 59m,lose,017,현대캐피탈
46,2020.11.17,OK금융그룹,1:3,90,101,2h 02m,lose,017,현대캐피탈
80,2020.12.10,OK금융그룹,1:3,94,102,2h 07m,lose,017,현대캐피탈
122,2021.01.10,OK금융그룹,2:3,99,106,2h 19m,lose,017,현대캐피탈
169,2021.02.12,OK금융그룹,3:2,105,92,2h 07m,win,017,현대캐피탈
199,2021.03.15,OK금융그룹,3:2,108,99,2h 17m,win,017,현대캐피탈
5,2020.10.20,우리카드,3:0,75,61,1h 26m,win,017,현대캐피탈
60,2020.11.27,우리카드,3:1,98,90,1h 50m,win,017,현대캐피탈
100,2020.12.24,우리카드,1:3,87,94,2h 00m,lose,017,현대캐피탈
136,2021.01.20,우리카드,3:2,106,103,2h 09m,win,017,현대캐피탈
152,2021.01.31,우리카드,3:2,108,104,2h 14m,win,017,현대캐피탈
203,2021.03.19,우리카드,1:3,80,95,1h 51m,lose,017,현대캐피탈
33,2020.11.08,대한항공,0:3,67,77,1h 35m,lose,017,한국전력
44,2020.11.15,대한항공,3:1,100,85,2h 07m,win,017,한국전력
75,2020.12.06,대한항공,2:3,103,112,2h 18m,lose,017,한국전력
111,2020.12.31,대한항공,3:2,113,114,2h 33m,win,017,한국전력
167,2021.02.11,대한항공,3:1,93,95,2h 04m,win,017,한국전력
201,2021.03.17,대한항공,0:3,71,84,1h 45m,lose,017,한국전력
3,2020.10.18,삼성화재,2:3,109,109,2h 20m,lose,017,한국전력
54,2020.11.22,삼성화재,3:2,104,93,2h 04m,win,017,한국전력
101,2020.12.25,삼성화재,3:1,100,87,1h 55m,win,017,한국전력
138,2021.01.21,삼성화재,3:2,117,112,2h 17m,win,017,한국전력
171,2021.02.14,삼성화재,2:3,100,99,2h 09m,lose,017,한국전력
208,2021.03.24,삼성화재,1:3,81,92,1h 51m,lose,017,한국전력
15,2020.10.27,KB손해보험,1:3,78,91,1h 43m,lose,017,한국전력
48,2020.11.18,KB손해보험,3:2,110,109,2h 17m,win,017,한국전력
97,2020.12.22,KB손해보험,0:3,59,75,1h 24m,lose,017,한국전력
118,2021.01.08,KB손해보험,3:0,76,60,1h 21m,win,017,한국전력
162,2021.02.07,KB손해보험,3:1,99,84,2h 10m,win,017,한국전력
213,2021.03.30,KB손해보험,3:2,113,103,2h 23m,win,017,한국전력
21,2020.10.31,현대캐피탈,2:3,113,108,2h 35m,lose,017,한국전력
68,2020.12.02,현대캐피탈,3:1,97,88,1h 54m,win,017,한국전력
87,2020.12.15,현대캐피탈,3:0,75,63,1h 27m,win,017,한국전력
133,2021.01.17,현대캐피탈,2:3,111,114,2h 33m,lose,017,한국전력
157,2021.02.04,현대캐피탈,0:3,67,78,1h 35m,lose,017,한국전력
195,2021.03.13,현대캐피탈,3:2,110,100,2h 20m,win,017,한국전력
8,2020.10.22,OK금융그룹,1:3,86,96,2h 01m,lose,017,한국전력
59,2020.11.26,OK금융그룹,3:0,75,66,1h 30m,win,017,한국전력
93,2020.12.19,OK금융그룹,2:3,103,105,2h 17m,lose,017,한국전력
128,2021.01.14,OK금융그룹,2:3,104,103,2h 08m,lose,017,한국전력
177,2021.02.18,OK금융그룹,3:1,95,80,1h 54m,win,017,한국전력
204,2021.03.20,OK금융그룹,3:2,108,103,2h 23m,win,017,한국전력
28,2020.11.05,우리카드,0:3,64,75,1h 25m,lose,017,한국전력
39,2020.11.12,우리카드,2:3,107,110,2h 19m,lose,017,한국전력
81,2020.12.11,우리카드,3:2,100,99,1h 57m,win,017,한국전력
143,2021.01.24,우리카드,3:0,75,58,1h 28m,win,017,한국전력
147,2021.01.28,우리카드,2:3,109,113,2h 23m,lose,017,한국전력
216,2021.04.02,우리카드,0:3,54,75,1h 17m,lose,017,한국전력
13,2020.10.25,대한항공,3:2,114,108,2h 33m,win,017,OK금융그룹
70,2020.12.03,대한항공,1:3,79,96,1h 51m,lose,017,OK금융그룹
98,2020.12.23,대한항공,2:3,106,108,2h 21m,lose,017,OK금융그룹
139,2021.01.22,대한항공,0:3,64,76,1h 25m,lose,017,OK금융그룹
160,2021.02.06,대한항공,2:3,102,105,2h 18m,lose,017,OK금융그룹
215,2021.04.01,대한항공,1:3,79,97,1h 56m,lose,017,OK금융그룹
29,2020.11.06,삼성화재,3:2,122,116,2h 31m,win,017,OK금융그룹
64,2020.11.29,삼성화재,3:1,95,89,1h 59m,win,017,OK금융그룹
85,2020.12.13,삼성화재,3:2,109,102,2h 16m,win,017,OK금융그룹
112,2021.01.01,삼성화재,3:0,77,62,1h 28m,win,017,OK금융그룹
154,2021.02.02,삼성화재,3:1,103,93,2h 14m,win,017,OK금융그룹
211,2021.03.28,삼성화재,3:0,75,57,1h 24m,win,017,OK금융그룹
35,2020.11.10,KB손해보험,3:1,98,86,2h 00m,win,017,OK금융그룹
40,2020.11.13,KB손해보험,1:3,92,103,2h 01m,lose,017,OK금융그룹
103,2020.12.26,KB손해보험,1:3,84,98,2h 05m,lose,017,OK금융그룹
135,2021.01.19,KB손해보험,3:0,75,65,1h 26m,win,017,OK금융그룹
150,2021.01.30,KB손해보험,2:3,101,106,2h 17m,lose,017,OK금융그룹
182,2021.02.21,KB손해보험,3:2,108,104,2h 19m,win,017,OK금융그룹
217,2021.04.04,KB손해보험,3:1,91,84,1h 58m,win,017,OK금융그룹
16,2020.10.28,현대캐피탈,3:1,100,90,1h 59m,win,017,OK금융그룹
46,2020.11.17,현대캐피탈,3:1,101,90,2h 02m,win,017,OK금융그룹
80,2020.12.10,현대캐피탈,3:1,102,94,2h 07m,win,017,OK금융그룹
122,2021.01.10,현대캐피탈,3:2,106,99,2h 19m,win,017,OK금융그룹
169,2021.02.12,현대캐피탈,2:3,92,105,2h 07m,lose,017,OK금융그룹
199,2021.03.15,현대캐피탈,2:3,99,108,2h 17m,lose,017,OK금융그룹
8,2020.10.22,한국전력,3:1,96,86,2h 01m,win,017,OK금융그룹
59,2020.11.26,한국전력,0:3,66,75,1h 30m,lose,017,OK금융그룹
93,2020.12.19,한국전력,3:2,105,103,2h 17m,win,017,OK금융그룹
128,2021.01.14,한국전력,3:2,103,104,2h 08m,win,017,OK금융그룹
177,2021.02.18,한국전력,1:3,80,95,1h 54m,lose,017,OK금융그룹
204,2021.03.20,한국전력,2:3,103,108,2h 23m,lose,017,OK금융그룹
23,2020.11.01,우리카드,3:2,115,102,2h 22m,win,017,OK금융그룹
50,2020.11.20,우리카드,3:1,96,88,2h 03m,win,017,OK금융그룹
88,2020.12.16,우리카드,0:3,66,77,1h 32m,lose,017,OK금융그룹
117,2021.01.07,우리카드,0:3,54,75,1h 17m,lose,017,OK금융그룹
164,2021.02.09,우리카드,1:3,82,98,1h 51m,lose,017,OK금융그룹
207,2021.03.23,우리카드,0:3,65,75,1h 30m,lose,017,OK금융그룹
219,2021.04.06,우리카드,1:3,86,98,1h 51m,lose,017,OK금융그룹
221,2021.04.07,우리카드,1:3,86,93,2h 01m,lose,017,OK금융그룹
1,2020.10.17,대한항공,2:3,98,111,2h 22m,lose,017,우리카드
56,2020.11.24,대한항공,1:3,85,91,1h 52m,lose,017,우리카드
105,2020.12.27,대한항공,3:2,108,107,2h 19m,win,017,우리카드
124,2021.01.12,대한항공,3:2,113,114,2h 26m,win,017,우리카드
180,2021.02.20,대한항공,3:0,84,69,1h 34m,win,017,우리카드
212,2021.03.29,대한항공,1:3,86,94,1h 55m,lose,017,우리카드
225,2021.04.11,대한항공,3:0,78,71,1h 37m,win,017,우리카드
227,2021.04.12,대한항공,2:3,107,115,2h 28m,lose,017,우리카드
229,2021.04.14,대한항공,3:0,76,63,1h 39m,win,017,우리카드
231,2021.04.15,대한항공,0:3,61,75,1h 22m,lose,017,우리카드
233,2021.04.17,대한항공,1:3,94,104,2h 08m,lose,017,우리카드
18,2020.10.29,삼성화재,3:0,75,61,1h 25m,win,017,우리카드
71,2020.12.04,삼성화재,3:0,75,64,1h 26m,win,017,우리카드
95,2020.12.20,삼성화재,3:2,107,104,2h 11m,win,017,우리카드
131,2021.01.16,삼성화재,3:0,75,61,1h 20m,win,017,우리카드
158,2021.02.05,삼성화재,3:0,75,55,1h 21m,win,017,우리카드
193,2021.03.11,삼성화재,3:2,107,98,2h 09m,win,017,우리카드
9,2020.10.23,KB손해보험,1:3,91,103,2h 02m,lose,017,우리카드
66,2020.12.01,KB손해보험,3:0,82,67,1h 28m,win,017,우리카드
77,2020.12.08,KB손해보험,3:0,75,60,1h 19m,win,017,우리카드
109,2020.12.30,KB손해보험,0:3,57,75,1h 23m,lose,017,우리카드
175,2021.02.17,KB손해보험,3:2,107,101,2h 16m,win,017,우리카드
210,2021.03.26,KB손해보험,3:0,75,57,1h 17m,win,017,우리카드
5,2020.10.20,현대캐피탈,0:3,61,75,1h 26m,lose,017,우리카드
60,2020.11.27,현대캐피탈,1:3,90,98,1h 50m,lose,017,우리카드
100,2020.12.24,현대캐피탈,3:1,94,87,2h 00m,win,017,우리카드
136,2021.01.20,현대캐피탈,2:3,103,106,2h 09m,lose,017,우리카드
152,2021.01.31,현대캐피탈,2:3,104,108,2h 14m,lose,017,우리카드
203,2021.03.19,현대캐피탈,3:1,95,80,1h 51m,win,017,우리카드
28,2020.11.05,한국전력,3:0,75,64,1h 25m,win,017,우리카드
39,2020.11.12,한국전력,3:2,110,107,2h 19m,win,017,우리카드
81,2020.12.11,한국전력,2:3,99,100,1h 57m,lose,017,우리카드
143,2021.01.24,한국전력,0:3,58,75,1h 28m,lose,017,우리카드
147,2021.01.28,한국전력,3:2,113,109,2h 23m,win,017,우리카드
216,2021.04.02,한국전력,3:0,75,54,1h 17m,win,017,우리카드
23,2020.11.01,OK금융그룹,2:3,102,115,2h 22m,lose,017,우리카드
50,2020.11.20,OK금융그룹,1:3,88,96,2h 03m,lose,017,우리카드
88,2020.12.16,OK금융그룹,3:0,77,66,1h 32m,win,017,우리카드
117,2021.01.07,OK금융그룹,3:0,75,54,1h 17m,win,017,우리카드
164,2021.02.09,OK금융그룹,3:1,98,82,1h 51m,win,017,우리카드
207,2021.03.23,OK금융그룹,3:0,75,65,1h 30m,win,017,우리카드
219,2021.04.06,OK금융그룹,3:1,98,86,1h 51m,win,017,우리카드
221,2021.04.07,OK금융그룹,3:1,93,86,2h 01m,win,017,우리카드
11,2021.10.22,삼성화재,0:3,66,76,1h 37m,lose,018,대한항공
59,2021.11.19,삼성화재,3:2,108,109,2h 20m,win,018,대한항공
91,2021.12.08,삼성화재,3:2,110,95,2h 13m,win,018,대한항공
147,2022.01.09,삼성화재,2:3,110,104,2h 15m,lose,018,대한항공
209,2022.03.05,삼성화재,3:0,75,59,1h 25m,win,018,대한항공
236,2022.03.29,삼성화재,3:2,109,92,2h 05m,win,018,대한항공
31,2021.11.03,KB손해보험,1:3,85,97,2h 06m,lose,018,대한항공
67,2021.11.24,KB손해보험,1:3,104,111,2h 15m,lose,018,대한항공
111,2021.12.19,KB손해보험,3:2,106,98,2h 18m,win,018,대한항공
165,2022.01.20,KB손해보험,3:0,75,62,1h 25m,win,018,대한항공
171,2022.01.29,KB손해보험,2:3,105,101,2h 17m,lose,018,대한항공
229,2022.03.22,KB손해보험,3:2,115,105,2h 28m,win,018,대한항공
240,2022.04.05,KB손해보험,3:1,99,86,2h 08m,win,018,대한항공
241,2022.04.07,KB손해보험,1:3,87,95,2h 08m,lose,018,대한항공
242,2022.04.09,KB손해보험,3:2,119,113,2h 57m,win,018,대한항공
